id;name;producer;nation;local1;varieties1;type;abv;degree;price;year;ml
137197;Altair;Altair;Chile;Rapel Valley;Cabernet Sauvignon;Red;14~15;17~19;1166;2014;750
137198;Altair, Sideral;Altair;Chile;Rapel Valley;Cabernet Sauvignon;Red;14~15;16~18;583;2016;750
137199;Baron du Val Red;Baron du Val;France;;Carignan;Red;11~12;15~17;0;0;750
137200;Baron du Val White;Baron du Val;France;;Carignan;White;11~12;9~11;0;0;750
137201;Benziger, Cabernet Sauvignon;Benziger;USA;California;Cabernet Sauvignon;Red;13~14;17~19;0;2003;750
137202;Calvet, Beaujolais Villages;Calvet;France;Bourgogne;Gamay;Red;12;13~15;0;2007;750
137203;Calvet, Aetos;Calvet;France;Bordeaux;Merlot;Red;13;17~19;0;2003;750
137204;Calvet, Bordeaux Red;Calvet;France;Bordeaux;Merlot;Red;13~14;16~18;111,3;2011;750
137205;Calvet, Bordeaux white;Calvet;France;Bordeaux;Sauvignon blanc;White;11.5;9~11;111,3;2010;750
137207;Calvet, Varietals Cabernet Sauvignon;Calvet;France;Southern France;Cabernet Sauvignon;Red;13~14;16~18;100,7;2017;750
137208;Calvet, Varietals Merlot;Calvet;France;Southern France;Merlot;Red;13~14;16~18;100,7;2011;750
137209;Calvet, Reserve Bordeaux white;Calvet;France;Bordeaux;Sauvignon blanc;White;11.5;9~11;148,4;2011;750
137210;Calvet, Premieres Cotes de Bordeaux;Calvet;France;Bordeaux;Semillon;White;13;10~12;95,4;2009;750
137211;Calvet, Margaux;Calvet;France;Bordeaux;Cabernet Sauvignon;Red;12.5;17~19;0;2004;750
137212;Calvet, Medoc;Calvet;France;Bordeaux;Cabernet Sauvignon;Red;12~13;16~18;169,6;2015;750
137214;Calvet, Saint Emilion;Calvet;France;Bordeaux;Merlot;Red;12~13;16~18;222,6;2010;750
137217;Tavernello Rosato Frizzante;Caviro scaForli;Italy;EmiliaRomagna;Lambrusco;Rose;11;10~12;47,7;0;750
137218;Tavernello Bianco Fizzante;Caviro scaForli;Italy;EmiliaRomagna;Etc;White;11;10~12;47,7;0;750
137222;La Carillon de l'Angelus;Chateau Angelus 1st Grand Cru ClasseA;France;Bordeaux;Merlot;Red;13.5;16~18;1325;2017;750
137224;Chateau Brillette;Chateau Brillette;France;Bordeaux;Merlot;Red;13~14;16~18;450,5;2013;750
137225;Le Bailly de Camensac;Chateau Camensac Grand Cru Classe5th Cru;France;Bordeaux;Cabernet Sauvignon;Red;13~14;16~18;265;2006;750
137226;L'oratoire de Chasse Spleen;Chateau Chasse Spleen;France;Bordeaux;Cabernet Sauvignon;Red;12.5~13.5;16~18;265;2017;750
137230;Chateau de Seguin Cuvee Prestige;Chateau de Seguin;France;Bordeaux;Cabernet Sauvignon;Red;13;16~18;0;2010;750
137231;Chateau de Seguin;Chateau de Seguin;France;Bordeaux;Cabernet Sauvignon;Red;13;16~18;0;2010;750
137232;Chateau Durfort Vivens;Chateau DurfortVivens Grand Cru Classe2nd Cru;France;Bordeaux;Cabernet Sauvignon;Red;13~14;16~18;742;2017;750
137235;La sirene de Giscours;Chateau Giscours Grand Cru Classe3rd Cru;France;Bordeaux;Cabernet Sauvignon;Red;12~13;16~18;424;2016;750
137237;Chateau Haut Bages Averous;Chateau Lynch Bages Grand Cru Classe5th Cru;France;Bordeaux;Cabernet Sauvignon;Red;13~14;16~18;636;2015;750
137238;La Chapelle de Bages;Chateau HautBagesLiberal Grand Cru Classe5th Cru;France;Bordeaux;Cabernet Sauvignon;Red;;;477;2006;750
137241;Chateau Bahans Haut Brion;Chateau HautBrion 1st Grand Cru Classe;France;Bordeaux;Cabernet Sauvignon;Red;;;1431;2006;750
137242;Chateau La Gurgue;Chateau La Gurgue;France;Bordeaux;Cabernet Sauvignon;Red;13;16~18;689;2009;750
137248;Le Petit Mouton de Mouton Rothschild;Chateau Mouton Rothschild 1st Grand Cru Classe;France;Bordeaux;Cabernet Sauvignon;Red;;;3021;2015;750
137254;Chateau Tour de Loudenne;Chateau Tour de Loudenne;France;Bordeaux;;;;;0;2002;750
137255;Chateau Tour de Saint Bonnet;Chateau Tour de Saint Bonnet;France;Bordeaux;Cabernet Sauvignon;Red;;;238,5;2006;750
137257;Concha y Toro, Carmin de Peumo;Concha y Toro;Chile;Rapel Valley;Carmenere;Red;14~15;16~18;2385;2013;750
137258;Concha y Toro, Frontera Cabernet Sauvignon;Concha y Toro;Chile;Central Valley;Cabernet Sauvignon;Red;11~12;16~18;0;2018;750
137259;Concha y Toro, Frontera Carmenere;Concha y Toro;Chile;Central Valley;Carmenere;Red;12~13;16~18;0;2017;750
137260;Concha y Toro, Sunrise Cabernet Sauvignon;Concha y Toro;Chile;Central Valley;Cabernet Sauvignon;Red;13~14;16~18;116,6;2017;750
137261;Concha y Toro, Sunrise Carmenere;Concha y Toro;Chile;Central Valley;Carmenere;Red;13~14;16~18;116,6;2018;750
137266;Concha y Toro, Terrunyo Cabernet Sauvignon;Concha y Toro;Chile;Maipo Valley;Cabernet Sauvignon;Red;14~15;16~18;530;2015;750
137267;Concha y Toro, Terrunyo Carmenere;Concha y Toro;Chile;Rapel Valley;Carmenere;Red;14~15;16~18;530;2017;750
137268;Carlo Rossi, Concord;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Concord;Red;11;10~12;79,5;0;750
137269;Carlo Rossi, California Red;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Blend;Red;12.5~13.5;14~16;0;0;750
137272;Carlo Rossi, Red Muscat;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Blend;Red;9.5;10~12;79,5;0;1500
137275;Carlo Rossi, Califonia, White;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Blend;White;12.5~13.5;8~10;52,47;0;750
137277;Coastal Vineyard Cabernet Sauvignon;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Cabernet Sauvignon;Red;14;16~18;0;2003;750
137278;Coastal Vineyard Chardonnay;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Chardonnay;White;13;10~12;0;2003;750
137279;Gallo Family, Frei Ranch Cabernet Sauvignon;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Cabernet Sauvignon;Red;13.5;17~19;0;2003;750
137280;Sierra Valley Chardonnay;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Chardonnay;White;12.5;10~12;0;2005;750
137281;RedWood Creek Cabernet Sauvignon;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Cabernet Sauvignon;Red;14;16~18;0;2005;750
137282;RedWood Creek Chardonnay;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Chardonnay;White;12.5;10~12;0;2005;750
137283;RedWood Creek Merlot;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Merlot;Red;14;16~18;0;2005;750
137284;Sheffield Tawny port;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Blend;Fortified;18;6~8;0;0;750
137285;Sycamore Canyon Cabernet Sauvignon;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Cabernet Sauvignon;Red;14;16~18;0;2005;750
137287;Sycamore Canyon Chardonnay;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Chardonnay;White;14;10~12;0;2005;750
137288;Tott's Brut;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Blend;Sparkling;11~12;7~9;0;0;750
137289;Turning Leaf Cabernet Sauvignon;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Cabernet Sauvignon;Red;13.5;17~19;0;2009;750
137290;Turning Leaf Chardonnay;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Chardonnay;White;13.5;10~12;0;2006;750
137291;Turning Leaf White Zinfandel;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Zinfandel;Rose;9;10~12;0;2011;750
137293;Wild Vine Blueberry Cabernet Sauvignon;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Cabernet Sauvignon;Red;6~7;13~15;0;0;750
137294;Sierra Valley Cabernet Sauvignon;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Cabernet Sauvignon;Red;13~14;16~18;0;2005;750
137295;Frei Brothers, Cabernet Sauvignon;Frei Brothers;USA;California;Cabernet Sauvignon;Red;14~15;16~18;291,5;2018;750
137296;Frei Brothers, Chardonnay ;Frei Brothers;USA;California;Chardonnay;White;13~14;10~12;291,5;2018;750
137297;Frei Brothers, Pinot Noir;Frei Brothers;USA;California;Pinot Noir;Red;14~15;15~17;312,7;2018;750
137298;Gallo Family, Sonoma Cabernet Sauvignon;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Cabernet Sauvignon;Red;13.5;16~18;371;2005;750
137299;Sonoma Chardonnay;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Chardonnay;White;13.7;9~11;0;2003;750
137300;Gallo Family, Sonoma Merlot;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Merlot;Red;13.9;17~19;371;2007;750
137301;Gallo Family, Sonoma Pinot Noir;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Pinot Noir;Red;14;16~18;371;2006;750
137302;Sonoma Zinfandel;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Zinfandel;Red;13~14;16~18;0;2004;750
137303;Stefani Vineyard Cabernet Sauvignon;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Cabernet Sauvignon;Red;14;16~18;0;1999;750
137305;Ginestet Bordeaux de Ginestet Red;Maison Ginestet;France;Bordeaux;Merlot;Red;12.5;16~18;119,25;2006;750
137306;Ginestet Bordeaux Reserve Red;Maison Ginestet;France;Bordeaux;Merlot;Red;12.5;16~18;169,6;2008;750
137307;Ginestet Bordeaux Blanc;Maison Ginestet;France;Bordeaux;Semillon;White;12;10~12;127,2;2010;750
137309;Mascaron Bordeaux Blanc;Maison Ginestet;France;Bordeaux;Semillon;White;12.5;10~12;190,8;2008;750
137310;Mascaron Bordeaux rouge;Maison Ginestet;France;Bordeaux;Merlot;Red;13;16~18;190,8;2007;750
137311;Reference;Maison Ginestet;France;Bordeaux;Merlot;Red;13;16~18;0;2000;750
137312;Ginestet Margaux;Maison Ginestet;France;Bordeaux;Cabernet Sauvignon;Red;12.5;16~18;0;2004;750
137314;Ginestet Medoc;Maison Ginestet;France;Bordeaux;Cabernet Sauvignon;Red;12.5;16~18;180,2;2007;750
137315;Henri Medoc;Maison Ginestet;France;Bordeaux;Cabernet Sauvignon;Red;12;16~18;0;2005;750
137316;Mascaron Medoc;Maison Ginestet;France;Bordeaux;Cabernet Sauvignon;Red;13;16~18;238,5;2008;750
137317;Noble, Medoc;Maison Ginestet;France;Bordeaux;Cabernet Sauvignon;Red;12~13;15~18;137,8;2017;750
137318;Chateau Haut Bages Liberal;Chateau HautBagesLiberal Grand Cru Classe5th Cru;France;Bordeaux;Cabernet Sauvignon;Red;13~14;16~18;519,4;2017;750
137319;Ginestet Saint Emilion;Maison Ginestet;France;Bordeaux;Merlot;Red;12.5;16~18;238,5;2008;750
137320;Mascaron Puisseguin Saint Emilion;Maison Ginestet;France;Bordeaux;Merlot;Red;12.5;16~18;238,5;2009;750
137321;Ginestet, Saint Estephe;Maison Ginestet;France;Bordeaux;Cabernet Sauvignon;Red;12~13;16~18;0;2004;750
137322;Ginestet Sauternes;Maison Ginestet;France;Bordeaux;Semillon;White;13.5;6~7;328,6;2010;750
137323;Ginestet, Selection Cabernet Sauvignon;Maison Ginestet;France;Southern France;Cabernet Sauvignon;Red;11.5;16~18;90,1;2010;750
137324;Ginestet Selection Merlot;Maison Ginestet;France;Southern France;Merlot;Red;11.5;16~18;90,1;2010;750
137325;Henri Lavigne;Henri Lavigne;France;Ugni blanc;;Sparkling;10.5;6~8;74,2;0;750
137326;Jean Berteau, Chateauneuf du Pape Domaine du Grand Coulet;Jean Berteau;France;Rhone;Grenache;Red;13;16~18;0;2005;750
137327;Jean Berteau, Cotes du Rhone Cuvee Prestige Red;Jean Berteau;France;Rhone;Syrah & Shiraz;Red;13.5;16~18;0;2006;750
137328;Jean Berteau, Cotes du Rhone Cuvee Prestige White;Jean Berteau;France;Rhone;Viognier;White;13;10~12;0;2006;750
137329;Jean Berteau Excellence;Jean Berteau;France;Rhone;Syrah & Shiraz;Red;13;16~18;0;2005;750
137330;Jean Luc Colombo, Chateauneuf du Pape 'Les Bartavelles';Jean Luc Colombo;France;Rhone;Syrah & Shiraz;Red;13;16~18;1007;2011;750
137331;Jean Luc Colombo, Cornas 'Les Ruchets';Jean Luc Colombo;France;Rhone;Syrah & Shiraz;Red;13;16~19;1378;2009;750
137332;Cote Rotie La Divine;Jean Luc Colombo;France;Rhone;Syrah & Shiraz;Red;13;16~18;0;2004;750
137333;Jean Luc Colombo Cotes du Rhone  'Les Abeilles' Rouge;Jean Luc Colombo;France;Rhone;Grenache;Red;12.5;16~18;206,7;2013;750
137334;Jean Luc Colombo Cotes du Rhone 'Les Abeilles' Blanc;Jean Luc Colombo;France;Rhone;Clairette;White;13;10~12;206,7;2014;750
137335;Jean Luc Colombo, Crozes Hermitage  Les Gravieres;Jean Luc Colombo;France;Rhone;Marsanne;White;13;10~12;0;2005;750
137336;Jean Luc Colombo, Crozes Hermitage  La Tuiliere;Jean Luc Colombo;France;Rhone;Syrah & Shiraz;Red;13;16~18;0;2004;750
137337;Jean Luc Colombo, Hermitage Le Rouet;Jean Luc Colombo;France;Rhone;Syrah & Shiraz;Red;13;16~18;0;2004;750
137338;Jean Luc Colombo, Collines Rhodaniennes 'Les Collines de Laure';Jean Luc Colombo;France;Rhone;Syrah & Shiraz;Red;12.5;16~18;212;2018;750
137339;Jean Luc Colombo, Saint Joseph Red Le Prieure;Jean Luc Colombo;France;Rhone;Syrah & Shiraz;Red;13;16~18;0;2004;750
137340;Jean Moreau & Fils, Chablis;Jean Moreau  Fils;France;Bourgogne;Chardonnay;White;12.5;9~11;265;2006;750
137341;Jean Moreau & Fils, Chablis Grand Cru 'Valmur';Jean Moreau  Fils;France;Bourgogne;Chardonnay;White;13;10~12;795;2017;750
137342;Jean Moreau & Fils, Chablis 1er Cru 'Montmains';Jean Moreau  Fils;France;Bourgogne;Chardonnay;White;13;10~12;477;2017;750
137343;Jean Moreau & Fils, Sancerre;Jean Moreau  Fils;France;Loire;Sauvignon blanc;White;12.5;9~11;302,1;2004;750
137344;Jordan Cabernet Sauvignon;Jordan Vineyard  Winery;USA;California;Cabernet Sauvignon;Red;13.8;16~18;954;2012;750
137345;Jordan Chardonnay;Jordan Vineyard  Winery;USA;California;Chardonnay;White;13.7;10~12;689;2014;750
137346;Blue Nun, Cabernet Sauvignon;Langguth  Blue nun;France;Southern France;Cabernet Sauvignon;Red;13~14;16~18;100,7;2017;750
137347;Blue Nun, Dornfelder ;Langguth  Blue nun;Germany;Pfalz;Dornfelder;Red;8~9;12~14;116,6;2017;750
137348;Blue Nun, Eiswein Riesling;Langguth  Blue nun;Germany;Rheinhessen;Riesling;White;10;7~8;636;2005;500
137350;Blue Nun, Gold Edition 22k;Langguth  Blue nun;Germany;Rheinhessen;Trebbiano;Sparkling;10~11;6~8;132,5;0;750
137351;Blue Nun, Merlot;Langguth  Blue nun;France;Southern France;Merlot;Red;13;16~18;90,1;2011;750
137352;Blue Nun, White;Langguth  Blue nun;Germany;Rheinhessen;Rivaner;White;10;8~10;95,4;2017;750
137353;Blue Nun, Riesling Winemaker's Passion;Langguth  Blue nun;Germany;MoselSaarRuwer;Riesling;White;10~11;10~12;185,5;2016;750
137354;Liebfraumilch;Langguth  Blue nun;Germany;Rheinhessen;Silvaner;White;9.5;9~11;0;0;750
137355;Blue Nun, Pink Icewein;Langguth  Blue nun;Spain;Valencia;Tempranillo;Rose;7~8;6~8;318;2011;375
137356;Lawson's Dry Hills, Pinot Noir;Lawsons Dry Hills;New Zealand;South Island;Pinot Noir;Red;13.5;15~17;0;2008;750
137357;Lawson's Dry Hills, Sauvignon Blanc;Lawsons Dry Hills;New Zealand;South Island;Sauvignon blanc;White;13;10~12;0;2011;750
137358;Lawson's Dry Hills, Mount Vernon Sauvignon Blanc;Lawsons Dry Hills;New Zealand;South Island;Sauvignon blanc;White;13;10~12;0;2006;750
137361;Lindemans Coonawarra Pyrus;Lindemans;Australia;South Australia;Cabernet Sauvignon;Red;14;17~19;0;2011;750
137362;Lindemans Bin 45 Cabernet Sauvignon;Lindemans;Australia;South Australia;Cabernet Sauvignon;Red;13.5;17~19;0;2012;750
137363;Lindemans Bin 50 Shiraz;Lindemans;Australia;South Australia;Syrah & Shiraz;Red;13.5;16~18;0;2014;750
137364;Lindemans Bin 65 Chardonnay;Lindemans;Australia;South Australia;Chardonnay;White;13.5;9~11;0;2015;750
137365;Lindemans Cawarra Semillon Chardonnay;Lindemans;Australia;South Australia;Semillon;White;13.5;9~11;0;2006;750
137366;Lindemans Cawarra Shiraz Cabernet;Lindemans;Australia;South Australia;Syrah & Shiraz;Red;13;17~19;90,1;2014;750
137367;Lindemans Reserve Cabernet Merlot;Lindemans;Australia;South Australia;Cabernet Sauvignon;Red;13;17~19;0;2014;750
137368;Lindemans Reserve Cabernet Sauvignon;Lindemans;Australia;South Australia;Cabernet Sauvignon;Red;13.5;16~18;0;2013;750
137369;Lindemans Reserve Chardonnay;Lindemans;Australia;South Australia;Chardonnay;White;13.5;9~11;0;2013;750
137370;Lindemans Reserve Shiraz;Lindemans;Australia;South Australia;Syrah & Shiraz;Red;13.5;16~18;0;2010;750
137371;Lindemans, Reserve Sparkling;Lindemans;Australia;South Australia;Pinot Noir;Sparkling;12;6~8;0;2006;750
137372;Lindemans Premier Selection Chardonnay;Lindemans;Australia;South Australia;Chardonnay;White;13;9~11;0;2011;750
137373;Lindemans Premier Selection Shiraz Cabernet;Lindemans;Australia;South Australia;Syrah & Shiraz;Red;13.5;17~19;0;2012;750
137374;Marques de Caceres, Blanco;Marques de Caceres;Spain;Rioja;Viura;White;12.5;7~9;95,4;2011;750
137375;Marques de Caceres Gaudium;Marques de Caceres;Spain;Rioja;Tempranillo;Red;14;16~18;0;2012;750
137376;Marques de Caceres Crianza;Marques de Caceres;Spain;Rioja;Tempranillo;Red;13.5;16~18;0;2012;750
137377;Marques de Caceres Gran Reserva;Marques de Caceres;Spain;Rioja;Tempranillo;Red;14;16~18;0;2009;750
137379;Marques de Caceres Reserva;Marques de Caceres;Spain;Rioja;Tempranillo;Red;14;16~18;0;2011;750
137380;Marques de Caceres MC;Marques de Caceres;Spain;Rioja;Tempranillo;Red;14;16~18;0;2013;750
137381;Marques de Caceres Satinela;Marques de Caceres;Spain;Rioja;Viura;White;12;9~11;0;2011;750
137382;Matua, Marlborough Pinot Noir;Matua;New Zealand;South Island;Pinot Noir;Red;12~13;15~17;265;2017;750
137383;Matua, Marlborough Sauvignon Blanc;Matua;New Zealand;South Island;Sauvignon blanc;White;12~13;10~12;265;2017;750
137384;JJ McWilliam's Cabernet Merlot;McWilliams Wines;Australia;South Australia;Cabernet Sauvignon;Red;13.5;16~18;116,6;2007;750
137385;JJ McWilliam's Shiraz Cabernet;McWilliams Wines;Australia;South Australia;Syrah & Shiraz;Red;13.5;16~18;116,6;2007;750
137386;McWilliam's Hanwood Cabernet Sauvignon;McWilliams Wines;Australia;South Australia;Cabernet Sauvignon;Red;13.5;16~18;0;2008;750
137387;McWilliam's Hanwood Chardonnay;McWilliams Wines;Australia;South Australia;Chardonnay;White;;;0;2006;750
137388;McWilliam's Hanwood Shiraz;McWilliams Wines;Australia;South Australia;Syrah & Shiraz;Red;13.5;16~18;159;2008;750
137389;Pol Roger, Brut Reserve;Pol Roger;France;Champagne;Chardonnay;Sparkling;12~13;6~8;795;0;750
137390;Pol Roger, Cuvee Sir Winston Churchill;Pol Roger;France;Champagne;Pinot Noir;Sparkling;12~13;6~8;2650;2012;750
137391;Pol Roger, Brut Vintage;Pol Roger;France;Champagne;Pinot Noir;Sparkling;12~13;6~8;1272;2013;750
137392;Pol Roger, Rose Vintage;Pol Roger;France;Champagne;Pinot Noir;Sparkling;12~13;7~9;1325;2012;750
137393;Calvet, Noble Bordeaux Red;Calvet;France;Bordeaux;Cabernet Sauvignon;Red;12;16~18;0;2013;750
137394;Calvet, Noble Bordeaux white;Calvet;France;Bordeaux;Chardonnay;White;12;9~11;0;2005;750
137395;Vieux Chateau du Terme;Vieux Chateau du Terme;France;Bordeaux;Cabernet Sauvignon;Red;12.5;16~18;212;2003;750
137396;Rocca Cerrina, Moscato d'Asti;Rocca Cerrina;Italy;Piemonte;Moscato;White;6~7;8~10;159;2017;750
137397;Ruffino, Aziano Chianti Classico;Ruffino;Italy;Toscana;Sangiovese;Red;;;275,6;2018;750
137398;Ruffino, Chianti;Ruffino;Italy;Toscana;Sangiovese;Red;12.5;15~18;159;2019;750
137399;Ruffino, Il Leo Chianti Superiore;Ruffino;Italy;Toscana;Sangiovese;Red;13~14;15~18;222,6;2017;750
137400;Ruffino, Riserva Ducale Chianti Classico Riserva;Ruffino;Italy;Toscana;Sangiovese;Red;13~14;15~18;376,3;2017;750
137401;Ruffino, Riserva Ducale Oro Chiant Classico Grand Selezione;Ruffino;Italy;Toscana;Sangiovese;Red;14.5;15~18;583;2015;750
137402;Ruffino, Santedame Chianti Classico;Ruffino;Italy;Toscana;Sangiovese;Red;13.5;16~18;0;2005;750
137403;Ruffino, Greppone Mazzi Brunello di Montalcino;Ruffino;Italy;Toscana;Sangiovese Grosso;Red;14.5;15~18;1060;2015;750
137404;Ruffino, Lodola Nuova, Vino Nobile di Montepulciano;Ruffino;Italy;Toscana;Sangiovese;Red;14;16~18;0;2007;750
137405;Ruffino, Murotondo Orvieto Classico;Ruffino;Italy;Umbria;Procanico;White;;;0;2005;750
137406;Ruffino, Fonte Al Sole;Ruffino;Italy;Toscana;Sangiovese;Red;13.5;16~18;132,5;2011;750
137407;Ruffino, Il Ducale Toscana;Ruffino;Italy;Toscana;Sangiovese;Red;13~14;15~18;291,5;2018;750
137408;Ruffino, Modus;Ruffino;Italy;Toscana;Sangiovese;Red;14.5;15~18;689;2017;750
137409;Ruffino, Romitorio di Santidame;Ruffino;Italy;Toscana;Colorino;Red;13.5;16~19;1219;2006;750
137410;35 South, Reserva Cabernet Sauvignon;San Pedro;Chile;Central Valley;Cabernet Sauvignon;Red;14~15;16~18;143,1;2017;750
137411;35 South Reserva Merlot;San Pedro;Chile;Central Valley;Merlot;Red;14~15;16~18;143,1;2016;750
137412;Amigo Cabernet Sauvignon;San Pedro;Chile;Central Valley;Cabernet Sauvignon;Red;12~13;16~18;74,2;2017;750
137413;Amigo Merlot;San Pedro;Chile;Central Valley;Merlot;Red;12~13;16~18;74,2;2017;750
137414;San Pedro, Cabo de Hornos Special Reserve;San Pedro;Chile;Rapel Valley;Cabernet Sauvignon;Red;14~15;16~18;0;2015;750
137415;San Pedro, Molina Reserva Cabernet Sauvignon;San Pedro;Chile;Rapel Valley;Cabernet Sauvignon;Red;14~15;16~18;0;2016;750
137416;San Pedro, Molina Reserva Carmenere;San Pedro;Chile;Maule Valley;Carmenere;Red;14~15;16~18;212;2017;750
137417;San Pedro, Castillo de Molina Reserva Chardonnay;San Pedro;Chile;Curico Valley;Chardonnay;White;14;9~11;212;2011;750
137418;San Pedro, Gato Negro Cabernet Sauvignon;San Pedro;Chile;Central Valley;Cabernet Sauvignon;Red;13~14;15~17;132,5;2017;750
137419;San Pedro, Gato Negro Carmenere;San Pedro;Chile;Central Valley;Carmenere;Red;13~14;17~19;132,5;2018;750
137420;San Pedro, Gato Negro Chardonnay;San Pedro;Chile;Central Valley;Chardonnay;White;12~13;8~10;132,5;2018;750
137421;San Pedro, Gato Negro Sauvignon Blanc;San Pedro;Chile;Central Valley;Sauvignon blanc;White;11~12;10~12;63,6;2017;375
137422;San Pedro, Grosso Cabernet Sauvignon;San Pedro;Chile;Central Valley;Cabernet Sauvignon;Red;;;0;2005;750
137423;San Pedro, Reserva Late Harvest;San Pedro;Chile;Curico Valley;Riesling;White;12;6~8;116,6;2012;375
137425;35 South, Reserva Carmenere;San Pedro;Chile;Central Valley;Carmenere;Red;14~15;16~18;143,1;2017;750
137426;1865 Selected Vineyard Cabernet Sauvignon;San Pedro;Chile;Maipo Valley;Cabernet Sauvignon;Red;14~15;17~19;0;2017;750
137429;Santa Margherita, Sangiovese;Santa Margherita;Italy;Toscana;Sangiovese;Red;14.5;16~18;0;2004;750
137430;Santa Margherita, Pinot Grigio;Santa Margherita;Italy;TrentinoAlto Adige;Pinot Grigio;White;;;185,5;2019;750
137431;Santa Margherita, Prosecco Extra Dry;Santa Margherita;Italy;Veneto;Prosecco;Sparkling;;;0;0;750
137432;Santa Margherita Merlot;Santa Margherita;Italy;Veneto;Merlot;Red;;;153,7;2016;750
137433;Santa Margherita, Chardonnay;Santa Margherita;Italy;Sicilia;Chardonnay;White;12;10~12;0;2005;750
137434;Santa Margherita, Shiraz;Santa Margherita;Italy;Sicilia;Syrah & Shiraz;Red;14;17~19;0;2004;750
137435;Trapiche, Astica Cabernet Sauvignon;Trapiche;Argentina;Mendoza;Cabernet Sauvignon;Red;12.5;16~18;106;2018;750
137436;Trapiche, Astica Merlot Malbec;Trapiche;Argentina;Mendoza;Merlot;Red;12;16~18;106;2018;750
137437;Trapiche, Broquel Cabernet Sauvignon;Trapiche;Argentina;Mendoza;Cabernet Sauvignon;Red;14;16~18;265;2016;750
137438;Trapiche, Broquel Malbec;Trapiche;Argentina;Mendoza;Malbec;Red;14~15;16~18;265;2016;750
137439;Trapiche, Iscay Malbec Cabernet Franc;Trapiche;Argentina;Mendoza;Malbec;Red;14~15;16~18;742;2013;750
137440;Trapiche, Medalla Cabernet Sauvignon;Trapiche;Argentina;Mendoza;Cabernet Sauvignon;Red;14~15;17~19;371;2015;750
137441;Trapiche, Oak Cask Cabernet Sauvignon;Trapiche;Argentina;Mendoza;Cabernet Sauvignon;Red;13~14;16~18;185,5;2018;750
137442;Trapiche, Oak Cask Chardonnay;Trapiche;Argentina;Mendoza;Chardonnay;White;13~14;9~11;185,5;2018;750
137443;Trapiche, Oak Cask Malbec;Trapiche;Argentina;Mendoza;Malbec;Red;13~14;16~18;185,5;2018;750
137444;Trapiche, Single Vineyard Malbec;Trapiche;Argentina;Mendoza;Malbec;Red;14.5;17~19;530;2014;750
137445;Trapiche, Cabernet Sauvignon;Trapiche;Argentina;Mendoza;Cabernet Sauvignon;Red;12~13;16~18;0;2018;750
137446;Trapiche, Malbec;Trapiche;Argentina;Mendoza;Malbec;Red;12~13;16~18;137,8;2018;750
137447;Trapiche, Merlot;Trapiche;Argentina;Mendoza;Merlot;Red;13.5;16~19;0;2005;750
137448;Yellow Glen, Pink;Yellow Glen;Australia;South Australia;Pinot Noir;Sparkling;11;6~8;0;0;750
137449;Yellow Glen, Vintage Pinot Noir-Chardonnay;Yellow Glen;Australia;South Australia;Pinot Noir;Sparkling;12;11~13;0;2007;750
137450;Brio du Cantenac Brown;Chateau CantenacBrown Grand Cru Classe3rd Cru;France;Bordeaux;Cabernet Sauvignon;Red;;;636;2004;750
137451;Baron de Brane;Chateau Brane Cantenac  Grand Cru Classe2nd Cru;France;Bordeaux;Merlot;Red;13~14;16~18;424;2016;750
137452;Les Remparts de Ferriere;Chateau Ferriere Grand Cru Classe3rd Cru;France;Bordeaux;Cabernet Sauvignon;Red;13;16~18;238,5;2016;750
137454;Les Haut de Brillette;Chateau Brillette;France;Bordeaux;Merlot;Red;14;16~18;318;2005;750
137455;Fluer de Bouard;La Fleur de Bouard;France;Bordeaux;Merlot;Red;;;0;2002;750
137457;Almaden, Burgundy;Almaden Vineyards;USA;California;Blend;Red;12;16~18;0;0;1500
137459;Almaden, Red Sangria;Almaden Vineyards;USA;California;Blend;Etc;9.5;6~8;74,2;0;1500
137460;Almaden, Rhine;Almaden Vineyards;USA;California;Blend;White;11.5;8~10;0;0;1500
