id;name;producer;nation;local1;varieties1;type;abv;degree;price;year;ml
158684;Geantet Pansiot Gevrey Chambertin;GeantetPansiot;France;Bourgogne;Pinot Noir;Red;;;1007;2017;750
158685;Domain Matrot, Meursault;Domain Matrot;France;Bourgogne;Chardonnay;White;;;1690,7;2018;750
158686;Nicolas Rossignol, Bourgogne Pinot Noir;Nicolas Rossignol;France;Bourgogne;Pinot Noir;Red;;;689;2015;750
158687;Nicolas Rossignol, Savigny Les Beaune 1er Cru 'Lavieres';Nicolas Rossignol;France;Bourgogne;Pinot Noir;Red;;;1192,5;2016;750
158693;Montes Outer Limits Pinot Noir;Outer Limits;Chile;Aconcagua;Pinot Noir;Red;;;742;2012;750
158695;Montes Outer Limits CGM;Outer Limits;Chile;Rapel Valley;Carignan;Red;;;848;2011;750
158696;Domaine Paquet Saint Veran;Domaine Paquet;France;Bourgogne;Chardonnay;White;;;291,5;2018;750
158701;Louis Roederer, Vintage Brut ;Louis Roederer;France;Champagne;Pinot Noir;Sparkling;;;1272;2013;750
158709;Castello Fonterutoli Gran Selezione;Mazzei;Italy;Toscana;Sangiovese;Red;13~14;16~18;1219;2013;750
158714;Montes, Late Harvest;Montes Vina Montes;Chile;Curico Valley;Gewurztraminer;White;12.5;8~10;196,1;2015;750
158716;Gaja, Rossj Bass;Gaja;Italy;Piemonte;Chardonnay;White;14~15;10~12;1234,9;2019;750
158717;Gaja, Langhe 'Alteni di Brassica';Gaja;Italy;Piemonte;Sauvignon blanc;White;14~15;8~10;0;2018;750
158719;The Rule Cabernet Sauvignon;The Rule;USA;California;Cabernet Sauvignon;Red;;;0;2013;750
158723;Gaja, Costa Russi;Gaja;Italy;Piemonte;Nebbiolo;Red;14~15;16~18;7155;2017;750
158725;Tapas, Garnacha Red;The Tapas Wine Collection;Spain;Valencia;Garnacha;Red;;;0;2018;750
158726;Tapas, Cabernet Sauvignon;The Tapas Wine Collection;Spain;Valencia;Cabernet Sauvignon;Red;;;0;2018;750
158728;CEO Reserva Especial Syrah;Vinedos Errazuriz Ovalle SA;Chile;Rapel Valley;Syrah & Shiraz;Red;13.5;16~18;344,5;2013;750
158731;Montes Classic Malbec;Montes Vina Montes;Chile;Rapel Valley;Malbec;Red;;;127,2;2016;750
158733;Capannelle, Chardonnay;Capannelle;Italy;Toscana;Chardonnay;White;13;11~13;519,4;2014;750
158734;Montes Classic Merlot;Montes Vina Montes;Chile;Rapel Valley;Merlot;Red;;;127,2;2019;750
158735;Capannelle, Chianti Classico Riserva;Capannelle;Italy;Toscana;Sangiovese;Red;13;16~18;477;2015;750
158737;Abreu Callado Horta da Palha;Fundacao Abreu Callado;Portugal;Alentejo;Touriga Nacional;Red;;;0;2011;750
158738;Napa Angel Aurelio's Selection Cabernet Sauvignon;Napa Angel by Montes;USA;California;Cabernet Sauvignon;Red;;;1033,5;2007;750
158739;Langmeil Orphan Bank Shiraz Centenarian Vine;Langmeil Winery;Australia;South Australia;Syrah & Shiraz;Red;14.5;16~18;0;2014;750
158740;Langmeil Hangin' Snakes Shiraz;Langmeil Winery;Australia;South Australia;Syrah & Shiraz;Red;;;0;0;750
158741;Langmeil The Long Mile Shiraz;Langmeil Winery;Australia;South Australia;Syrah & Shiraz;Red;;;0;0;750
158744;Castello di Ama, San Lorenzo Chianti Classico Gran Selezione;Castello di Ama;Italy;Toscana;Sangiovese;Red;13~14;16~18;879,8;2015;750
158745;Ca'del Bosco, Franciacorta Dosage Zero;Cadel Bosco Cadel Bosco;Italy;Lombardia;Chardonnay;Sparkling;12~13;9~12;848;2015;750
158746;Castello di Querceto, Chianti Classico Riserva;Castello di Querceto;Italy;Toscana;Sangiovese;Red;13~14;17~18;418,7;2017;750
158747;Cesari Boscarel;Cesari;Italy;Veneto;Merlot;Red;13.5;16~18;169,6;2016;750
158749;Champagne Jacquesson, Millesime Degorgement Tardif;Champagne Jacquesson;France;Champagne;Pinot Noir;Sparkling;;;5512;2002;750
158750;Chateau de La Tour, Clos de Vougeot Vieilles Vignes Grand Cru;Chateau de La Tour;France;Bourgogne;Pinot Noir;Red;;;3286;2011;750
158751;Comte Philippe Senard, Corton Charlemagne Comte Philippe Senard;Comte Philippe Senard;France;Bourgogne;Chardonnay;White;;;0;2007;750
158752;Bouchard Pere & Fils, Corton-Charlemagne Grand Cru;Bouchard Pere  Fils;France;Bourgogne;Chardonnay;White;;;0;2017;750
158753;Duckhorn, Napa Valley Cabernet Sauvignon;Duckhorn Wine Company;USA;California;Cabernet Sauvignon;Red;14.5;16~18;848;2017;750
158754;Famille Hugel, Pinot Gris Classic ;Famille Hugel;France;Alsace;Pinot Gris;White;;;259,7;2016;750
158759;Paul Jaboulet Aine, Cote Rotie Les Jumelles;Paul Jaboulet Aine;France;Rhone;Syrah & Shiraz;Red;;;1166;2015;750
158762;Vina Pargua, Anka ;Vina Pargua;Chile;Maipo Valley;Cabernet Sauvignon;Red;;;265;2014;750
158763;Vina Pargua, Pargua ;Vina Pargua;Chile;Maipo Valley;Cabernet Sauvignon;Red;13~14;16~18;561,8;2012;750
158764;Dow's, Late Bottled Vintage Port;Dows;Portugal;Douro;Tinta Roriz;Fortified;20;13~16;286,2;2015;750
158770;Martinez Bujanda, Infinitus Cabernet Sauvignon;Martinez Bujanda;Spain;La Mancha;Cabernet Sauvignon;Red;;;132,5;2019;750
158771;Antonin Guyon Gevrey Chambertin;Antonin GuyonDomaine Antonin Guyon;France;Bourgogne;Pinot Noir;Red;;;0;0;750
158772;Poggio Al Sale, Chianti Classico;Poggio Al Sale;Italy;Toscana;Sangiovese;Red;13;16~18;0;2015;750
158773;Poggio Al Sale, Chianti;Poggio Al Sale;Italy;Toscana;Sangiovese;Red;13;16~18;0;2015;750
158774;Poggio Al Sale, Toscana Rosso;Poggio Al Sale;Italy;Toscana;Sangiovese;Red;13;16~18;0;2015;750
158775;Tosti, 3%;Tosti;Italy;Piemonte;Moscato;White;3~4;6~8;106;0;750
158776;De Bortoli Harvest Diary Semillon Chardonnay Reserve;De Bortoli;Australia;Victoria;Semillon;White;13;6~8;0;2012;750
158777;De Bortoli Harvest Diary Shiraz Cabernet Reserve;De Bortoli;Australia;Victoria;Syrah & Shiraz;Red;13;16~18;0;2016;750
158778;Tosti, Red Dolce;Tosti;Italy;Piemonte;Brachetto;Red;;;0;0;750
158779;Lorca Monastrell;Bodegas del Rosario;Spain;Bullas;Monastrell;Red;;;583;2009;750
158780;d'Arenberg The Broken Fishplate Sauvignon Blanc;dArenberg;Australia;South Australia;Sauvignon blanc;White;13;8~10;0;0;750
158783;Callia, Reservado Cabernet Sauvignon;Bodegas Callia;Argentina;San Juan;Cabernet Sauvignon;Red;13.6;16~18;238,5;2013;750
158784;Michel Bouzereau Bourgogne Chardonnay;Domaine Michel Bouzereau;France;Bourgogne;Chardonnay;White;;;577,7;2018;750
158785;Michel Bouzereau Meursault Les Grands Charrons;Domaine Michel Bouzereau;France;Bourgogne;Chardonnay;White;;;1070,6;2018;750
158786;Michel Bouzereau Meursault Charmes 1er Cru;Domaine Michel Bouzereau;France;Bourgogne;Chardonnay;White;;;1749;2018;750
158787;Michel Bouzereau Meursault Genevrieres 1er Cru;Domaine Michel Bouzereau;France;Bourgogne;Chardonnay;White;;;1749;2018;750
158788;Michel Bouzereau Meursault 1er Cru Perrieres;Domaine Michel Bouzereau;France;Bourgogne;Chardonnay;White;;;2332;2018;750
158789;Michel Bouzereau Puligny Montrachet 1er Cru Les Champs Gains;Domaine Michel Bouzereau;France;Bourgogne;Chardonnay;White;;;1749;2018;750
158790;Larmandier Bernier, Longitude 1er Cru Blanc de Blancs Extra Brut;Larmandier Bernier;France;Champagne;Chardonnay;Sparkling;;;1118,3;0;750
158791;Ghost Block, Oakville Estate Cabernet Sauvignon;Ghost Block Winery;USA;California;Cabernet Sauvignon;Red;14.5;16~18;1166;2017;750
158792;Larmandier Bernier, Terre de Vertus 1er Cru Blanc de Blancs Brut Nature;Larmandier Bernier;France;Champagne;Chardonnay;Sparkling;;;1166;2013;750
158793;Larmandier Bernier, Vieille Vigne du Cramant Blanc de Blancs Extra Brut;Larmandier Bernier;France;Champagne;Chardonnay;Sparkling;;;1897,4;2011;750
158794;Larmandier Bernier, Les Chemins d'Avize Blanc de Blancs Extra Brut;Larmandier Bernier;France;Champagne;Chardonnay;Sparkling;;;1727,8;2011;750
158795;Nathalie Falmet, Brut;Nathalie Falmet;France;Champagne;Pinot Noir;Sparkling;;;757,9;0;750
158796;Nathalie Falmet, Le Val de Cornet Blanc de Noirs Brut;Nathalie Falmet;France;Champagne;Pinot Noir;Sparkling;;;1128,9;0;750
158797;Nathalie Falmet, Parcelle Blanc de Noirs ZH302 Extra Brut;Nathalie Falmet;France;Champagne;Pinot Meunier;Sparkling;;;2432,7;2010;750
158800;Finca Villacreces;Artevino;Spain;Ribera del Duero;Tempranillo;Red;14.5;16~18;0;2009;750
158801;Finca Villacreces Nebro;Artevino;Spain;Ribera del Duero;Tempranillo;Red;14.5;16~18;0;2009;750
158802;Finca Villacreces Pruno;Artevino;Spain;Ribera del Duero;Tempranillo;Red;14;16~18;0;2013;750
158804;Anderra Carmenere;Baron Philippe de Rothschild;Chile;Maipo Valley;Carmenere;Red;13.5;16~18;424;2013;750
158805;Anderra Cabernet Sauvignon;Baron Philippe de Rothschild;Chile;Maipo Valley;Cabernet Sauvignon;Red;13.5;16~18;424;2013;750
158806;Escudo Rojo Carmenere;Baron Philippe de Rothschild;Chile;Maipo Valley;Carmenere;Red;13.5;16~18;249,1;2013;750
158807;Escudo Rojo Cabernet Sauvignon;Baron Philippe de Rothschild;Chile;Maipo Valley;Cabernet Sauvignon;Red;14;16~18;249,1;2014;750
158809;Escudo Rojo Syrah;Baron Philippe de Rothschild;Chile;Maipo Valley;Syrah & Shiraz;Red;14.5;16~18;249,1;2014;750
158810;Cadet d’Oc Cabernet Sauvignon;Barons de Rothschild Domaines Barons de Rothschild;France;Southern France;Cabernet Sauvignon;Red;13.5;16~18;132,5;2012;750
158811;Cadet d’Oc Merlot;Barons de Rothschild Domaines Barons de Rothschild;France;Southern France;Merlot;Red;13.5;16~18;132,5;2012;750
158812;Alice Pinotage;Alice;the Republic of South Africa;Western Cape;Pinotage;Red;;;0;2012;750
158813;Cadet d’Oc Chardonnay;Barons de Rothschild Domaines Barons de Rothschild;France;Southern France;Chardonnay;White;13;10~12;132,5;2012;750
158814;Leoh, Cabernet Sauvignon Petite Syrah;Leoh Wines;USA;California;Cabernet Sauvignon;Red;;;0;2013;750
158815;Cadet d’Oc Syrah;Barons de Rothschild Domaines Barons de Rothschild;France;Southern France;Syrah & Shiraz;Red;13;16~18;132,5;2012;750
158816;Leoh Sauvignon Blanc;Allan Scott Family Winemakers;New Zealand;South Island;Sauvignon blanc;White;;;0;2012;750
158817;Leoh Sparkling Grand Cuvee;Club Weibel Vineyards  Winery;USA;California;Chardonnay;Sparkling;10.9;8~10;0;0;750
158818;Avondale Armilla MCC;Avondale;the Republic of South Africa;;Chardonnay;Sparkling;11.5;6~8;0;0;750
158819;Hidden Valley Gems;Hidden Valley;the Republic of South Africa;Coastal Region;Cabernet Sauvignon;Red;14.59;16~18;0;2012;750
158820;Hidden Valley Pinotage;Hidden Valley;the Republic of South Africa;Coastal Region;Pinotage;Red;14.57;16~18;0;1997;750
158821;Hidden Valley Secret;Hidden Valley;the Republic of South Africa;Coastal Region;Syrah & Shiraz;Red;14~15;16~18;0;2012;750
158822;Deetlefs Estate Deetlefs De Hageveld Red;Deetlefs Wine Estate;the Republic of South Africa;Syrah  Shiraz;Malbec;Red;14;16~18;0;2012;750
158823;Deetlefs Estate Deetlefs De Hageveld White;Deetlefs Wine Estate;the Republic of South Africa;;Semillon;White;;;0;2012;750
158824;Deetlefs Estate Oak Matured Pinotage;Deetlefs Wine Estate;the Republic of South Africa;;Pinotage;Red;14.29;16~18;0;2009;750
158825;Peter Franus Brandlin Vineyard Zinfandel;Peter Franus;USA;California;Zinfandel;Red;10.9;16~18;0;2012;750
158826;Elyse C'est Si Bon;Elyse Winery;USA;California;Grenache;Red;;;0;2012;750
158827;Baron Philippe Chardonnay;Barons de Rothschild Domaines Barons de Rothschild;France;Southern France;Chardonnay;White;12.5;10~12;116,6;2013;750
158829;Cono Sur, Reserva Especial Cabernet Sauvignon;Cono Sur;Chile;Maipo Valley;Cabernet Sauvignon;Red;;;159;2016;750
158830;Cono Sur Reserva Especial Chardonnay;Cono Sur;Chile;Aconcagua;Chardonnay;White;;;159;2016;750
158831;Cono Sur, Reserva Especial Merlot;Cono Sur;Chile;Rapel Valley;Merlot;Red;;;159;2015;750
158836;Buddy;Overhex Wines;the Republic of South Africa;Western Cape;Moscato;Sparkling;6.5;6;26,5;0;275
158839;Cono Sur, Reserva Especial Carmenere;Cono Sur;Chile;Rapel Valley;Carmenere;Red;;;159;2015;750
158840;Cono Sur, Reserva Especial Pinot Noir;Cono Sur;Chile;Aconcagua;Pinot Noir;Red;14;16~18;0;2011;750
158841;La Cacciatora Moscato d’Asti;Morando Casa Vinicola MORANDO srl;Italy;Piemonte;Moscato;White;5.5;6;318;0;750
158842;d'Arenberg Stump Jump GSM;dArenberg;Australia;South Australia;Grenache;Red;14;17~19;265;2015;750
158843;Ceci Malvasia Terre Verdiane;Cantine Ceci;Italy;EmiliaRomagna;Malvasia di Candia;Sparkling;11;10~12;0;0;750
158844;Otello Dry Limited Edition;Cantine Ceci;Italy;EmiliaRomagna;Lambrusco;Sparkling;11~12;6~8;0;0;750
158845;Ceci Otello Spumante;Cantine Ceci;Italy;EmiliaRomagna;Lambrusco;Sparkling;12;10~12;0;0;750
158851;Emendis, Cava Gran Reserva;Emendis;Spain;Penedes;Macabeo;Sparkling;11.5;8~10;0;0;750
158852;Emendis, Imum Cava Brut Reserve;Emendis;Spain;Xarello;Macabeo;Sparkling;11.5;8~10;0;0;750
158853;Emendis, Imum Cava Rose;Emendis;Spain;Pinot Noir;;Sparkling;11.5;8~10;0;0;750
158854;Lunelli Carapace Montefalco Sagrantino;Lunelli Group;Italy;Umbria;Sagrantino;Red;;;0;2015;750
158855;Ugarte Reserva;Heredad Ugarte;Spain;Rioja;Tempranillo;Red;;;371;2009;750
158856;Bersano, Twenty Five Moscato d'Asti;Bersano Vini;Italy;Piemonte;Moscato;White;;;132,5;0;750
158857;Otello On’Ice Bianco;Cantine Ceci;Italy;EmiliaRomagna;Malvasia;Sparkling;12;10~12;0;0;750
158858;Tre di Terre Verdiane Spumante;Cantine Ceci;Italy;EmiliaRomagna;Malvasia;Sparkling;12;8~10;0;0;750
158859;Ropiteau Freres, Bourgogne Chardonnay;Ropiteau Freres;France;Bourgogne;Chardonnay;White;;;371;2012;750
158860;Ropiteau Freres, Bourgogne Pinot Noir ;Ropiteau Freres;France;Bourgogne;Pinot Noir;Red;;;371;2016;750
158861;Ropiteau Freres Beaujolais Villages;Ropiteau Freres;France;Bourgogne;Gamay;Red;;;238,5;2014;750
158862;Gran Passione;Casa Vinicola Botter;Italy;Veneto;Merlot;Red;14;16~18;424;2013;750
158864;Ropiteau Freres Chablis 1er Cru Montmains;Ropiteau Freres;France;Bourgogne;Chardonnay;White;;;795;2016;750
158865;Ropiteau Freres, Chablis;Ropiteau Freres;France;Bourgogne;Chardonnay;White;;;477;2016;750
158866;Ropiteau Freres Mercurey;Ropiteau Freres;France;Bourgogne;Pinot Noir;Red;;;530;2010;750
158867;Ropiteau Freres Nuits St Georges;Ropiteau Freres;France;Bourgogne;Pinot Noir;Red;;;954;2010;750
158868;Lunelli Villa Margon;Lunelli Group;Italy;TrentinoAlto Adige;Chardonnay;White;;;265;2016;750
158869;Lunelli, Ziggurat Montefalco Rosso;Lunelli Group;Italy;Umbria;Sangiovese;Red;;;0;2017;750
158870;Colle Massari, Montecucco Rosso Riserva;Colle Massari;Italy;Toscana;Sangiovese;Red;14~15;16~18;0;2015;750
158871;Colle Massari, Vermentino Melacce;Colle Massari;Italy;Toscana;Vermentino;White;13~14;10~12;0;2018;750
158872;1865 Awoca Edition;San Pedro;Chile;Maipo Valley;Cabernet Sauvignon;Red;14.5;16~18;0;2011;750
158873;Gancia, Pinot Di Pinot Brut;Gancia;Italy;Piemonte;Pinot Grigio;Sparkling;11~12;6~8;0;0;750
158874;Gancia, Pinot Di Pinot Rose;Gancia;Italy;Piemonte;Pinot Grigio;Sparkling;11.5;6~8;190,8;0;750
158875;Domaine Faiveley, Chambolle Musigny 1er Cru 'La Combe d'Orveau';Faiveley Domaine Faiveley;France;Bourgogne;Pinot Noir;Red;;;0;2014;750
158877;Torres Fransola Sauvignon Blanc;Torres Miguel Torres  Spain;Spain;Penedes;Sauvignon blanc;White;;;450,5;2016;750
158878;Faiveley, Gevrey-Chambertin Vieilles Vignes ;Faiveley Domaine Faiveley;France;Bourgogne;Pinot Noir;Red;;;736,7;2015;750
158879;Domaine Faiveley,Mercurey Blanc;Faiveley Domaine Faiveley;France;Bourgogne;Chardonnay;White;12~13;10~12;339,2;2014;750
158881;Tenuta di Trinoro, Magnacosta ;Tenuta di Trinoro;Italy;Toscana;Cabernet Franc;Red;14~15;16~18;0;2016;750
158882;Tenuta di Trinoro, Le Cupole;Tenuta di Trinoro;Italy;Toscana;Cabernet Franc;Red;14~15;16~18;689;2015;750
158883;Triennes, Saint Auguste Rouge ;Domaine de Triennes;France;Southern France;Syrah & Shiraz;Red;13~14;16~18;371;2015;750
158884;Triennes, Les Aureliens Rouge;Domaine de Triennes;France;Southern France;Cabernet Sauvignon;Red;13~14;16~18;275,6;2014;750
158885;Triennes, Les Aureliens Blanc ;Domaine de Triennes;France;Southern France;Chardonnay;White;13~14;10~12;275,6;2017;750
158887;Carnivor Cabernet Sauvignon;Gallo Family Vineyard  EJ Gallo Winery;USA;California;Cabernet Sauvignon;Red;13~14;16~18;0;2015;750
158888;Tommasi, Poggop al Tufo Rompicollo;Tommasi;Italy;Toscana;Sangiovese;Red;13~14;16~18;424;2015;750
158889;Lolailo Red Sangira;lolailo;Spain;;Tempranillo;Etc;6;6~8;52,47;0;750
158891;Ginestet Bordeaux Red;Maison Ginestet;France;;Merlot;Red;;;0;2012;750
158892;Borgogno Barolo Reserva;Borgogno;Italy;Piemonte;Nebbiolo;Red;;;0;2006;750
158893;Borgogno Barolo Liste;Borgogno;Italy;Piemonte;Nebbiolo;Red;;;0;2008;750
158895;Borgogno, Barolo Fossati;Borgogno;Italy;Piemonte;Nebbiolo;Red;;;583;2014;750
158896;Borgogno Barolo Classico;Borgogno;Italy;Piemonte;Nebbiolo;Red;;;0;2009;750
158897;Michele Chiarlo, Moscato d'Asti Palas ;Michele Chiarlo;Italy;Piemonte;Moscato;White;4~5;6~8;0;2017;750
158899;La Marca Prosecco;La Marca;Italy;Veneto;Glera;Sparkling;11.3;6~8;0;0;750
158900;Apothic Dark;Apothic Wines;USA;Cabernet Sauvignon;Petite Sirah;Red;12.5~13.5;16~18;0;2015;750
158901;Leyda, Single Vineyard Cahuil Pinot Noir;Leyda;Chile;Aconcagua;Pinot Noir;Red;14;15~17;0;2013;750
158902;Leyda, Single Vineyard Garuma Sauvignon Blanc;Leyda;Chile;Aconcagua;Sauvignon blanc;White;13~14;8~10;0;2020;750
158903;Nicolas Perrin, Crozes Hermitage;Nicolas Perrin;France;Rhone;Syrah & Shiraz;Red;;;477;2017;750
158904;Leyda, Lot 21 Pinot Noir ;Leyda;Chile;Aconcagua;Pinot Noir;Red;13~14;14~16;0;2016;750
158905;Leyda, Reserva Pinot Noir ;Leyda;Chile;Aconcagua;Pinot Noir;Red;13~14;15~17;0;2019;750
158906;Leyda, Reserva Chardonnay ;Leyda;Chile;Aconcagua;Chardonnay;White;13.5;10~12;0;2019;750
158908;Wynns Coonawarra Cabernet Sauvignon;Wynns Coonawarra Estate;Australia;Cabernet Sauvignon;;Red;;;0;2011;750
158909;Wynns Coonawarra Shiraz;Wynns Coonawarra Estate;Australia;Syrah  Shiraz;;Red;;;0;2012;750
158910;Matua Lands & Legends Sauvignon Blanc;Matua;New Zealand;South Island;Sauvignon blanc;White;12~13;8~10;0;2017;750
158911;Matua Lands & Legends Pinot Noir;Matua;New Zealand;South Island;Pinot Noir;Red;13~14;15~17;0;2016;750
158914;Inniskillin Riesling;Inniskillin;Canada;Bear River;Riesling;White;;;0;2012;375
158915;Inniskillin Cabernet Franc;Inniskillin;Canada;Bear River;Cabernet Franc;Red;;;0;2012;375
158920;Trapiche, Sauvignon Blanc;Trapiche;Argentina;Mendoza;Sauvignon blanc;White;12~13;10~12;0;2018;750
158921;Vie di Romans Dessimis Pinot Grigio;Vie di Romans;Italy;Friuli Venezia Giulia;Pinot Grigio;White;;;0;2012;750
158923;Taylor's, Fine White Port;Taylors;Portugal;Douro;Blend;Fortified;;;0;0;750
158926;Gloria Ferrer, Sonoma Brut;Gloria Ferrer;USA;California;Pinot Noir;Sparkling;;;0;0;750
158927;Vallebelbo, Mos B;Vallebelbo;Italy;Piemonte;Moscato Bianco;Sparkling;4;6~8;0;0;750
158928;Trapiche, Iscay Syrah Viognier;Trapiche;Argentina;Mendoza;Syrah & Shiraz;Red;14~15;16~18;742;2013;750
158931;Chateau Ferriere;Chateau Ferriere Grand Cru Classe3rd Cru;France;Bordeaux;Cabernet Sauvignon;Red;;;424;2017;750
158932;Chateau Croizet Bages;Chateau CroizetBages Grand Cru Classe5th Cru;France;Bordeaux;Cabernet Sauvignon;Red;12~13;16~18;397,5;2017;750
158938;Chateau La Fleur de Pourret;Domaines Manoncourt;France;Bordeaux;Merlot;Red;12.5;16~18;848;2007;750
158939;Chilcas Cabernet Sauvignon;Chilcas;Chile;Central Valley;Cabernet Sauvignon;Red;13.2;16~18;371;2012;750
158940;Chilcas Reserva Cabernet Sauvignon;Chilcas;Chile;Central Valley;Cabernet Sauvignon;Red;14.2;16~18;424;2013;750
158941;Chilcas Reserva Chardonnay;Chilcas;Chile;Central Valley;Chardonnay;White;13.5;10~12;424;2012;750
158942;Col de Salici Prosecco;Col de Salici;Italy;Veneto;Glera;Sparkling;11;8~10;212;2014;750
158944;Ramos Pinto Vintage Port;Ramos Pinto;Portugal;Porto;Blend;Fortified;20;16~18;0;2011;750
158945;Diseno Malbec;Diseno;Argentina;Mendoza;Malbec;Red;13.5;16~18;0;2013;750
158946;Diseno Torrontes;Diseno;Argentina;Salta;Torrontes;White;13.8;16~18;0;2011;750
158947;Sileni, Limited Edition Sparkling Pinot Gris;Sileni Estate;New Zealand;North Island;Pinot Gris;Sparkling;11.5;6~8;0;0;750
158949;Monopole Tempranillo;Cvne;Spain;Rioja;Tempranillo;Red;12.75;16~18;212;2011;750
158950;Monopole White;Cvne;Spain;Rioja;Viura;White;12.75;10~12;212;2014;750
158951;Vina Real Rioja Reserva;Cvne;Spain;Rioja;Tempranillo;Red;13.55;16~18;636;2010;750
158952;Vina Real Rioja Crianza;Cvne;Spain;Rioja;Tempranillo;Red;13.8;16~18;477;2011;750
158953;Vina Real Rioja White;Cvne;Spain;Rioja;Viura;White;13;10~12;265;2014;750
158954;Imperial Rioja Grand Reserva;Cvne;Spain;Rioja;Tempranillo;Red;13.71;16~18;1060;2007;750
158955;Imperial Rioja Reserva;Cvne;Spain;Rioja;Tempranillo;Red;14;16~18;795;2009;750
158956;Cvne Rioja Crianza;Cvne;Spain;Rioja;Tempranillo;Red;13.5;16~18;424;2011;750
158957;Cvne Verdejo;Cvne;Spain;Rueda;Verdejo;White;12.66;10~12;159;2014;750
158958;Domaine de Marcoux, Chateauneuf-du-Pape;Domaine du Marcoux;France;Rhone;Grenache;Red;15;16~18;1590;2010;750
158959;Domaine des Perdrix Echezeaux Grand Cru;Domaine Perdrix;France;Bourgogne;Pinot Noir;Red;12.5;16~18;3445;2011;750
158960;Dr. Lippold Auslese;Dr Lippold;Germany;MoselSaarRuwer;Riesling;White;10;8~10;636;2009;750
158961;Empress Josephine Riesling;Dr Lippold;Germany;MoselSaarRuwer;Riesling;White;9.5;8~10;265;2013;750
158962;Emina Reserva;Bodega Emina;Spain;Ribera del Duero;Tempranillo;Red;14.5;16~18;636;2010;750
158963;Emina Atio;Bodega Emina;Spain;Ribera del Duero;Tempranillo;Red;15.6;16~18;1325;2005;750
158964;Emina Pasion;Bodega Emina;Spain;Ribera del Duero;Tempranillo;Red;13.55;16~18;318;2013;750
158965;Ernie Els Big Easy;Ernie Els Wines;the Republic of South Africa;Western Cape;Syrah & Shiraz;Red;14.57;16~18;318;2012;750
158966;1870 Cabernet Sauvignon;Vina Errazuriz;Chile;Aconcagua;Cabernet Sauvignon;Red;13.5;16~18;530;2014;750
158967;Errazuriz, Aconcagua Costa Chardonnay;Vina Errazuriz;Chile;Aconcagua;Chardonnay;White;13;10~12;397,5;2016;750
158968;Errazuriz, Aconcagua Costa Sauvignon Blanc;Vina Errazuriz;Chile;Aconcagua;Sauvignon blanc;White;13.5;10~12;397,5;2017;750
158969;Errazuriz, Aconcagua Costa Syrah;Vina Errazuriz;Chile;Aconcagua;Syrah & Shiraz;Red;13;16~18;397,5;2015;750
158971;Greg Linn  Rim Rock Syrah;Greg Linn Wines;USA;California;Syrah & Shiraz;Red;13.9;16~18;1272;2007;750
158972;Greg Linn  Hudson Pinot Noir;Greg Linn Wines;USA;Pinot Noir;;Red;13.6;16~18;1484;2007;750
158973;Rose Rock Chardonnay;Greg Linn Wines;USA;Oregon;Chardonnay;White;13.1;10~12;1590;2009;750
158974;Van Wagoner  Cuvee Speciale Pinot Noir;Van Wagoner;USA;California;Pinot Noir;Red;13.8;16~18;1325;2009;750
158975;Van Wagoner Pinot Noir;Van Wagoner;USA;California;Pinot Noir;Red;13.5;16~18;1325;2007;750
158976;Ammonite Blanc de Blancs;Greg Linn Wines;France;Champagne;Chardonnay;Sparkling;13.1;16~18;1590;2007;750
158977;Ambullneo Vineyards  Big Paw Chardonnay;Greg Linn Wines;USA;California;Chardonnay;White;13.8;10~12;848;2009;750
158978;Ambullneo Vineyards Solomon Hills Pinot Noir;Ambullneo Vineyards;USA;California;Pinot Noir;Red;13.8;16~18;1590;2006;750
158979;Ambullneo Vineyards Fang Blanc Chardonnay;Ambullneo Vineyards;USA;California;Chardonnay;White;13.5;10~12;848;2006;750
158980;Howling Syrah;Greg Linn Wines;USA;California;Syrah & Shiraz;Red;13.9;16~18;1272;2009;750
158981;Haras Carmenere Reserva;Haras de Pirque;Chile;Maipo Valley;Carmenere;Red;14;16~18;174,9;2011;750
158986;Maorou;Plo de Maorou;France;Southern France;Syrah & Shiraz;Red;14.5;16~18;530;2008;750
158987;Yangarra GSM;Yangarra Estate Vineyard;Australia;South Australia;Grenache;Red;14;16~18;636;2011;750
158988;Wind Racer Anderson Valley Chardonnay;Jackson Family Wines;USA;California;Chardonnay;White;13.5;10~12;519,4;2010;750
158989;Wind Racer Anderson Valley Pinot Noir;Jackson Family Wines;USA;California;Pinot Noir;Red;14.8;16~18;636;2011;750
158990;Wind Racer Russian River Valley Pinot Noir;Jackson Family Wines;USA;California;Pinot Noir;Red;14.8;16~18;636;2011;750
158991;Jackson Estate  Outland Ridge Pinot Noir;Jackson Family Wines;USA;California;Pinot Noir;Red;14.5;16~18;318;2012;750
158992;Jackson Estate Hawkeye Mountain Cabernet Sauvignon;Jackson Family Wines;USA;California;Cabernet Sauvignon;Red;13.5;16~18;530;2010;750
158993;Carmel Road Monterey Chardonnay;Jackson Family Wines;USA;California;Chardonnay;White;13.5;10~12;0;2011;750
158994;Freemark Abbey  Cabernet Sauvignon;Jackson Family Wines;USA;California;Cabernet Sauvignon;Red;13~14;17~19;795;2016;750
158995;Freemark Abbey, Bosche ;Jackson Family Wines;USA;California;Cabernet Sauvignon;Red;;;0;2014;750
